,Plot,RegionName,AverageDBH,Density,DBH_CV,Shannon,shan_Broadleaf,PD,PD_Broadleaf,FDis,FD_Broadleaf,MAT,MAP,SoilThickness,HumusLayerThickness,LitterThickness,Altitude,AGC,Age,Group,MaxDBH
1,1,Changde,10.75979381,1835.820896,34.11767582,0.669598179,0,451.872786,0,0.157711943,0,16.84305573,1262.150024,50,4,3,340,28.37319641,17,NA,19.2
2,2,Changde,5.973684211,1134.328358,11.9917688,0.768936475,0.950270539,891.083751,258.317278,1.098486292,1.478058363,16.14027786,1319.650024,50,1,2,550,0.866250986,5,NA,7.7
3,3,Changde,10.84745763,2746.268657,39.49049008,1.10310775,0.589002605,662.409211,135.912186,1.039088325,0,17.31944466,1228.166626,45,2,2,190,39.10477579,33,NA,21.4
4,4,Changde,9.33030303,567.1641791,13.04201,0.94213954,0,650.100055,135.912186,1.494913351,0,16.96388817,1266.483276,60,1,2,240,6.469712863,20,1,16.4
5,5,Changde,10.846875,1089.552239,42.14846947,1.29851749,1.03370055,1017.71873,248.613382,1.579630966,0.962501187,16.96527672,1258.199951,75,1,2,260,11.04812129,21,1,21.5
6,6,Changde,9.802649007,2328.358209,29.45621163,0.354078321,0.682908105,786.012243,271.824374,0.280924364,1.282558702,17.42777824,1238.366699,45,2,1,240,31.27192163,26,NA,17.6
7,7,Changde,13.26907216,1820.895522,43.90087604,1.158011571,0.403334497,762.801252,135.912187,0.421683219,0,17.30416679,1271.483276,35,3,1,315,59.12331226,35,NA,25.7
8,8,Zhangjiajie,9.431313131,2044.776119,40.23536948,0.631257663,0,451.872786,0,0.052090501,0,16.81111145,1320.333374,35,5,5,280,22.25148802,22,NA,21.4
9,9,Zhangjiajie,10.83111111,1358.208955,42.40168999,1.185133114,0,451.872786,0,1.063179918,0,14.67361069,1478.516602,50,1,2,950,14.37200105,16,NA,20.6
10,10,Zhangjiajie,12.93076923,552.238806,36.2625866,0.799122391,0,451.872786,0,0.36991112,0,15.71388912,1423.68335,50,1,2,560,12.77334224,21,1,20.9
11,11,Changde,9.745323741,2089.552239,31.75208218,0.042414732,0,325.050028,0,0,0,17.55416679,1265.550049,60,10,5,105,29.69242615,26,NA,21.1
12,12,Zhangjiajie,10.08,1671.641791,33.62856811,0.777462132,0,325.050028,0,0,0,15.48194408,1465.849976,45,5,3,1080,8.496334076,5,NA,17.9
13,13,Zhangjiajie,11.08518519,820.8955224,17.85509757,0.090876121,0,325.050028,0,0,0,17.47916603,1286.383301,35,5,5,150,14.00059837,19,NA,14.9
14,14,Changde,12.66233766,1194.029851,36.50736202,0.226632001,0,650.100056,135.912187,0.097745924,0,17.54166794,1283.283325,80,3,2,110,37.12027846,37,NA,22.4
15,15,Changde,11.0675,686.5671642,15.14858,0.618851039,0,650.100056,135.912187,0.529016856,0,17.31805611,1290.033325,85,10,5,150,11.28248786,28,1,18.8
16,16,Xiangxi,7.2,3388.059701,4.05534855,0,0,325.050028,0,0,0,13.58749962,1490.583252,12,1,1,1194,15.49559394,15,NA,7.2
17,17,Zhangjiajie,10.36,1582.089552,42.47165946,0.883347423,0,826.85943,0,0.26679159,0,16.45277786,1414.233398,30,1,2,420,19.61552603,16,NA,21
18,18,Zhangjiajie,9.112658228,1805.970149,35.68052328,0.751049267,0,650.100056,135.912187,0.278578232,0,17.18194389,1327.266602,50,2,1,210,14.533006,20,NA,18.2
19,19,Xiangxi,6.403030303,1522.38806,17.64117597,0.629501261,0,325.050028,0,0,0,16.65416718,1431.550049,25,2,2,560,1.742908558,11,1,9.4
20,20,Xiangxi,7.191304348,1402.985075,29.92480347,0.692920817,0,325.050028,0,0,0,15.14305592,1468.31665,35,2,3,742,4.014174924,15,1,15
21,21,Zhangjiajie,13.9122449,731.3432836,4.415432008,0,0,325.050028,0,0,0,16.95000076,1428.133301,20,3,3,480,22.74372874,18,NA,14
22,22,Zhangjiajie,13.16666667,985.0746269,41.3331128,0.908464123,0.598269589,650.100056,0,0.312307655,0,15.29861069,1472,40,1,2,650,30.09267624,24,NA,25.9
23,23,Zhangjiajie,10.34367816,1761.19403,30.00685399,1.06085007,0,451.872786,0,1.21137054,0,15.59166718,1458.966675,40,1,2,720,20.59135251,16,NA,19.7
24,24,Zhangjiajie,11.10380952,2208.955224,32.14856723,0.923916948,1.120950393,1026.995939,271.824374,0.516971694,1.074625186,16.52499962,1391.466675,50,5,5,390,32.62561784,22,NA,18.45
25,25,Xiangxi,9.565833333,2522.38806,42.01125969,1.573143271,1.521516945,1180.355227,539.3446,1.567496393,1.556359065,16.58889008,1428.033325,23,4,3,542,28.27343923,23,NA,21.16666667
26,26,Xiangxi,12.36133333,1507.462687,69.72528484,1.492830471,0.932073887,1085.748002,258.317278,0.845750426,1.162695763,16.18888855,1457.233276,100,5,3,620,74.3218344,50,2,43.2
27,27,Zhangjiajie,16.01666667,791.0447761,32.78238439,1.057586199,0,776.922814,0,1.240845523,0,14.71666622,1480.966675,70,5,5,890,15.57178293,20,NA,24
28,28,Xiangxi,13.72093023,1253.731343,54.70046465,1.030751684,0,451.872786,0,1.217165631,0,16.0597229,1458.216675,40,3,2,578,35.64064147,30,NA,28.6
29,29,Zhangjiajie,7.274358974,4313.432836,22.72248916,1.072146772,1.359236701,1074.274873,371.018474,0.900467878,1.484793834,17.10000038,1432,40,1,2,370,18.63202197,15,NA,11.7
30,30,Zhangjiajie,8.888,2432.835821,62.2558457,1.003650562,0.941150266,768.67866,0,0.707273417,0,15.96944427,1445.650024,50,5,3,710,16.81740741,17,NA,34.7
31,31,Yueyang,8.517105263,2358.208955,34.83982925,0.266868129,0.636514168,786.012243,135.912187,0.099661836,0,17.35833359,1434.383301,40,1,2,241,23.41960213,16,NA,20.05
32,32,Zhangjiajie,13.11648352,1597.014925,48.21251746,0.996602868,0,776.922814,135.912187,1.098447714,0,16.88888931,1395.300049,70,5,5,250,58.48903889,25,2,29.8
33,33,Changde,11.79125,1641.791045,38.769259,0.990464639,0.392674467,650.100056,135.912187,1.059092804,0,16.99583244,1351.966675,50,5,2,287,32.8881681,20,NA,27.9
34,34,Zhangjiajie,6.721428571,1656.716418,23.72693375,0.411410322,0,650.100056,0,0,0,16.81944466,1443.949951,35,2,1,400,0.91906949,7,NA,10.1
35,35,Changde,10.1,1656.716418,36.38845116,0.853719977,0.376770161,762.801251,248.613382,0.80067343,0.757969685,17.49027824,1332.383301,50,2,2,90,20.22374275,29,1,18.5
36,36,Yueyang,7.356626506,3253.731343,23.40736881,0.549382007,0,325.050028,0,0,0,17.59027863,1420.783325,30,1,2,190,13.98788667,10,NA,13.3
37,37,Xiangxi,10.43170732,1328.358209,42.76514088,1.124543552,0.500402424,776.922814,0,0.192662041,0,15.45972252,1464.166626,60,5,10,680,11.49958357,5,NA,23.7
38,38,Xiangxi,10.46981132,1671.641791,22.29335,1.184148581,1.303092404,1060.493674,297.077955,0.879119411,2.30431695,16.34444427,1451.68335,80,2,5,507,26.44258395,40,1,35
39,39,Zhangjiajie,8.641666667,1388.059701,32.77027907,0.780500423,0.693147181,892.708379,0,0.219549438,0,17.03333282,1417.583374,30,3,2,300,11.13998707,17,NA,18.4
40,40,Changde,10.54689655,2447.761194,41.05700804,1.699063543,1.429433578,1171.283484,517.963701,1.616096381,1.304461252,17.5625,1332,75,1,3,100,42.43553853,13,2,25.25
41,41,Yueyang,7.92278481,2253.731343,23.82162765,1.029735452,0.500402424,910.218303,258.317278,0.662805103,0.744125288,17.74583435,1419.56665,50,1,2,120,8.292770783,18,1,15.7
42,42,Zhangjiajie,12.50857143,731.3432836,35.5058538,0.598269589,0,325.050028,0,0,0,17.1222229,1429.449951,50,5,3,280,16.060648,18,NA,21.7
43,43,Yueyang,8.502857143,3343.283582,29.76831276,0.433398873,0,325.050028,0,0,0,17.45416641,1442.983276,50,1,1,200,4.862893541,5,NA,16.2
44,44,Xiangxi,11.98787879,985.0746269,0.821439677,0,0,325.050028,0,0,0,14.77916718,1508.016602,45,3,5,840,19.77202109,5,2,12
45,45,Xiangxi,7.490322581,2119.402985,39.03504451,0.524760468,0,325.050028,0,0,0,15.91527748,1453.466675,50,3,2,670,3.543275691,7,NA,16.6
46,46,Yueyang,8.167741935,955.2238806,32.55177472,0.69265882,0,325.050028,0,0,0,17.18194389,1494.733398,80,1,2,225,4.0556529,13,1,17.4
47,47,Xiangxi,7.525555556,2671.641791,47.09954394,1.491568394,1.650876928,918.818223,288.844789,2.008275263,1.880395489,16.33749962,1463.133301,40,5,3,570,13.39943604,9,NA,20.8
48,48,Xiangxi,10.62666667,1104.477612,48.50943399,1.325966673,0.167944148,776.922814,0,1.250299584,0,16.60277,1425.63333,40,2,1,580,16.88601517,22,NA,25.5
49,49,Changde,9.901,1805.970149,39.11090063,0.600072065,1.098612289,650.100055,135.912186,0.067943532,0,17.65277863,1358.900024,70,3,10,80,24.75673865,14,2,17.1
50,50,Yueyang,6.620547945,1910.447761,19.8156845,0.683226636,0,325.050028,0,0,0,17.84166718,1425.333374,60,3,2,100,4.354466421,19,1,10.7
51,51,Yueyang,8.712328767,2477.61194,31.88109881,0.685871571,0,325.050028,0,0,0,17.53750038,1478.616699,50,2,2,180,11.12957025,18,NA,14.3
52,52,Xiangxi,11.44516129,835.8208955,41.69805373,0.687396352,0,325.050028,0,0,0,15.63611126,1479.033325,50,7,3,730,12.04031374,9,NA,19.3
53,53,Xiangxi,8.470886076,1462.686567,28.943838,1.099854931,0,826.85943,0,0.83189807,0,17.07083321,1454.366699,40,5,3,380,10.56768888,14,NA,14.7
54,54,Changde,13.90266667,1119.402985,44.12767674,0.952405415,0.822265337,1040.92972,271.824372,0.598666087,2.218929596,16.16250038,1452.199951,50,4,1,590,49.14636424,19,2,37.5
55,55,Yueyang,7.730232558,1194.029851,14.2005105,0.690332038,0,325.050028,0,0,0,15.84305573,1569.18335,30,2,2,340,3.798727509,5,NA,10.7
56,56,Yueyang,13.76101695,1522.38806,50.38799226,1.266266028,1.036198785,899.327905,258.317278,0.986154333,0.949139398,16.4944458,1575.18335,40,10,3,474,47.26839474,19,2,39.5
57,57,Xiangxi,9.6734375,1194.029851,54.27619603,1.75001689,1.199395407,892.708379,0,0.678170386,0,16.75972176,1446.166626,50,5,2,570,21.44393312,18,NA,27.7
58,58,Xiangxi,9.1,970.1492537,41.43475463,1.148685123,1.011404265,1028.796906,376.895881,1.551772835,2.014116649,16.91944504,1456.599976,60,1,4,410,3.663442446,11,1,15.7
59,59,Changde,8.941176471,1059.701493,41.80392581,1.337067026,0.690185676,912.835001,135.912187,1.606172531,1.632148573,17.33333397,1387.25,50,4,1,200,9.378339244,11,NA,25
60,60,Xiangxi,7.88,194.0298507,7.736484,0.858740913,0,650.100056,0,0,0,16.58194542,1435.349976,50,5,3,705,0.547995926,8,1,11.6
61,61,Xiangxi,10.65217391,850.7462687,35.40731688,0.793621033,0,451.872786,0,0.424938392,0,15.90972233,1480.18335,35,2,1,620,6.681665511,12,NA,19.4
62,62,Xiangxi,10.27,1895.522388,53.83679662,1.101959501,0,776.922814,0,1.259615059,0,13.83194447,1545.533325,100,5,4,973,61.24280908,23,2,33.8
63,63,Changde,14.03529412,671.641791,37.80444297,0.824068141,0.636514168,786.012242,271.824373,0.550440725,1.203743907,17.39722252,1388.399902,30,4,1,110,22.75136618,17,NA,26.8
64,64,Yueyang,8.50733945,2641.791045,33.72929824,1.112162141,1.097166386,903.392906,376.895881,0.885359639,1.55154708,17.96666718,1415.81665,80,1,2,70,16.2048748,15,NA,16.65
65,65,Yueyang,9.909459459,1552.238806,40.52005998,1.225422325,0,776.922813,135.912186,1.328314742,0,17.29722214,1485.016724,65,2,3,270,18.27340147,17,NA,20.5
66,66,Yueyang,10.06935484,1298.507463,40.88723842,0.658606954,0,451.872786,0,0.08267026,0,17.72083282,1492.366699,60,10,2,166,17.29232403,19,NA,27.2
67,67,Xiangxi,8.287272727,2044.776119,29.32362185,0.927804238,0,458.984322,0,0.815885139,0,16.52916718,1465.766602,100,3,1,410,12.69663317,9,NA,15.03333333
68,68,Xiangxi,11.41442308,1850.746269,42.32361577,1.115893282,1.360200478,876.074338,233.791748,0.566936568,0.777350293,14.45555592,1535.733398,80,3,1,812,41.46075764,17,2,23.3
